algorithm,twenty,fourty,sixty,eighty,hundred,time
gb32_hybrid,1956,2024,2071,1955,1994,0.00034896540000231655
gb32_old,2046,1995,1995,1981,1983,0.000378433399998994
graham,1977,1921,2012,2074,2016,0.00040845040000262996
custom,2027,1991,2014,1973,1995,0.00041962150000103977
djb2,1969,1971,2007,2026,2027,0.00046163619999842925
gb64,1932,2054,2045,1967,2002,0.0006242148999976962
fnv1a,1970,1997,1939,2050,2044,0.0009133096000004116
gb32,1983,1949,2009,2056,2003,0.0011125936999973418
ssl3-md5,2051,1921,1994,2021,2013,0.0015875594999971326
md5WithRSAEncryption,1996,2052,1989,1991,1972,0.0015919198000055076
md5,1905,2049,1982,2041,2023,0.0015992915999989237
ssl3-sha1,2062,1994,1986,1996,1962,0.0016371843000060834
RSA-SHA1-2,2044,2021,2027,1963,1945,0.001660578099998429
RSA-SHA1,1969,2048,2003,1974,2006,0.0016622393999997257
sha1WithRSAEncryption,2063,2030,2022,1947,1938,0.0016630160999957298
ripemd,2024,2049,2037,1942,1948,0.0017016299999954754
RSA-RIPEMD160,1954,1988,2007,2058,1993,0.0017380267000001368
ripemd160,2051,1966,1977,1985,2021,0.0017652506000079484
sha256,2021,1952,2011,2015,2001,0.0017922396000068148
sha256WithRSAEncryption,1988,1981,2055,1994,1982,0.0018156653000065488
blake2s256,2038,2042,1958,1983,1979,0.00184898619999758
sha224WithRSAEncryption,1996,2007,2029,1943,2025,0.001874636899998859
sha512-224WithRSAEncryption,1997,2022,2021,1972,1988,0.0018748190999944199
sha512-256WithRSAEncryption,2003,1937,1972,2101,1987,0.0018809898000099565
sha512-256,2016,1974,2042,1929,2039,0.0018938092000029428
RSA-SHA512/256,2027,1944,2006,2036,1987,0.0019025716999994074
RSA-SHA256,1980,2013,2029,1921,2057,0.002083588899996175
sha384WithRSAEncryption,1977,1979,1937,2085,2022,0.002089950399996724
sm3,2016,2022,2017,1950,1995,0.0020934418999971967
RSA-SHA512/224,1982,1974,2011,2021,2012,0.002111553499996353
RSA-MD5,2059,2018,1966,1999,1958,0.0021297727999988183
id-rsassa-pkcs1-v1_5-with-sha3-224,2029,2023,2051,1957,1940,0.0021601693999980854
sha512,2031,1973,2002,1983,2011,0.0022092036000008193
sha512WithRSAEncryption,2010,1995,2025,1978,1992,0.002209242499999527
id-rsassa-pkcs1-v1_5-with-sha3-256,1931,2020,1988,2034,2027,0.0022508888999954253
RSA-SHA512,2041,1980,1983,1982,2014,0.002277301300004001
sha3-256,1960,2019,2023,1984,2014,0.002299050300001818
RSA-SHA3-256,2041,1904,2035,2030,1990,0.0023142431999994186
RSA-SHA3-384,1925,1963,2014,2044,2054,0.00236636879999478
ripemd160WithRSA,1970,2080,1982,2006,1962,0.0024291805999947427
sha3-384,1940,1999,2027,2074,1960,0.0024547308000039264
sha3-512,1968,2016,1965,1970,2081,0.0025028551000012157
shake256,2051,2006,1995,1950,1998,0.002520488200003183
id-rsassa-pkcs1-v1_5-with-sha3-512,1976,2071,1994,1968,1991,0.0025515451000051145
RSA-SHA3-224,2069,1986,1949,2007,1989,0.0026480383999984043
sha224,2012,1974,1940,2081,1993,0.0026652915999984543
blake2b512,2024,2002,1966,1998,2010,0.0027226886999939777
RSA-SHA224,1986,1917,2102,2014,1981,0.0027290293000029123
sha512-224,2061,2005,2026,1934,1974,0.0028022269999972197
RSA-SM3,1999,1963,2009,1990,2039,0.0028650431999963076
sm3WithRSAEncryption,1912,2029,1969,2066,2024,0.0028771240000022773
md5-sha1,1961,2052,2022,1968,1997,0.0029797480999965956
RSA-SHA384,1993,1970,1991,2001,2045,0.0030114852999989124
sha3-224,1957,2060,1989,1969,2025,0.0031419079000041166
shake128,2032,2045,1944,1964,2015,0.0031431232999956592
sha384,2007,1998,2003,1965,2027,0.003447640100001172
id-rsassa-pkcs1-v1_5-with-sha3-384,1996,2024,2033,2041,1906,0.0035518535000040176
sha1,2006,2034,1984,2040,1936,0.003662463200002094
RSA-SHA3-512,2029,1942,2003,1996,2030,0.003685735599993859
rmd160,1952,1979,2050,2037,1982,0.0037412154999985434
